2026-02-10T04:29:01.149590Z  INFO >>> [570s] PHASE 4: sustained (Attack, 50000 pps, 180s)
2026-02-10T04:29:01.188738Z  INFO     [570s] 39016773 packets (10863 pps), 2046.51 MB | phase: 180s remaining
2026-02-10T04:29:06.188770Z  INFO     [575s] 44211730 packets (1038991 pps), 2319.00 MB | phase: 175s remaining
2026-02-10T04:29:11.188806Z  INFO     [580s] 49409394 packets (1039532 pps), 2591.63 MB | phase: 170s remaining
2026-02-10T04:29:16.188840Z  INFO     [585s] 54776529 packets (1073427 pps), 2873.14 MB | phase: 165s remaining
2026-02-10T04:29:21.188873Z  INFO     [590s] 60195575 packets (1083809 pps), 3157.38 MB | phase: 160s remaining
2026-02-10T04:29:26.188904Z  INFO     [595s] 65826708 packets (1126226 pps), 3452.75 MB | phase: 155s remaining
2026-02-10T04:29:31.188940Z  INFO     [600s] 71573562 packets (1149370 pps), 3754.18 MB | phase: 150s remaining
2026-02-10T04:29:36.188974Z  INFO     [605s] 77822402 packets (1249768 pps), 4081.95 MB | phase: 145s remaining
2026-02-10T04:29:41.189006Z  INFO     [610s] 83688000 packets (1173119 pps), 4389.61 MB | phase: 140s remaining
2026-02-10T04:29:46.189037Z  INFO     [615s] 89547773 packets (1171954 pps), 4696.97 MB | phase: 135s remaining
2026-02-10T04:29:51.189073Z  INFO     [620s] 95463970 packets (1183239 pps), 5007.28 MB | phase: 130s remaining
2026-02-10T04:29:56.189109Z  INFO     [625s] 101462168 packets (1199639 pps), 5321.90 MB | phase: 125s remaining
2026-02-10T04:30:01.189144Z  INFO     [630s] 107461701 packets (1199906 pps), 5636.59 MB | phase: 120s remaining
2026-02-10T04:30:06.189178Z  INFO     [635s] 113429318 packets (1193523 pps), 5949.60 MB | phase: 115s remaining
2026-02-10T04:30:11.189209Z  INFO     [640s] 119464175 packets (1206971 pps), 6266.15 MB | phase: 110s remaining
2026-02-10T04:30:16.189242Z  INFO     [645s] 125427223 packets (1192609 pps), 6578.92 MB | phase: 105s remaining
2026-02-10T04:30:21.189280Z  INFO     [650s] 131286301 packets (1171815 pps), 6886.24 MB | phase: 100s remaining
2026-02-10T04:30:26.189312Z  INFO     [655s] 137132503 packets (1169240 pps), 7192.89 MB | phase: 95s remaining
2026-02-10T04:30:31.189351Z  INFO     [660s] 142971205 packets (1167740 pps), 7499.14 MB | phase: 90s remaining
2026-02-10T04:30:36.189384Z  INFO     [665s] 148900663 packets (1185891 pps), 7810.15 MB | phase: 85s remaining
2026-02-10T04:30:41.189410Z  INFO     [670s] 154914986 packets (1202864 pps), 8125.61 MB | phase: 80s remaining
2026-02-10T04:30:46.189447Z  INFO     [675s] 160924109 packets (1201824 pps), 8440.81 MB | phase: 75s remaining
2026-02-10T04:30:51.189478Z  INFO     [680s] 166914048 packets (1197987 pps), 8754.99 MB | phase: 70s remaining
2026-02-10T04:30:56.189511Z  INFO     [685s] 172875108 packets (1192212 pps), 9067.66 MB | phase: 65s remaining
2026-02-10T04:31:01.189541Z  INFO     [690s] 178847916 packets (1194561 pps), 9380.95 MB | phase: 60s remaining
2026-02-10T04:31:06.189572Z  INFO     [695s] 184791294 packets (1188675 pps), 9692.69 MB | phase: 55s remaining
2026-02-10T04:31:11.189604Z  INFO     [700s] 190750392 packets (1191819 pps), 10005.26 MB | phase: 50s remaining
2026-02-10T04:31:16.189632Z  INFO     [705s] 196725655 packets (1195052 pps), 10318.67 MB | phase: 45s remaining
2026-02-10T04:31:21.189667Z  INFO     [710s] 202649920 packets (1184853 pps), 10629.41 MB | phase: 40s remaining
2026-02-10T04:31:26.189700Z  INFO     [715s] 208535369 packets (1177089 pps), 10938.12 MB | phase: 35s remaining
2026-02-10T04:31:31.189730Z  INFO     [720s] 214496230 packets (1192172 pps), 11250.78 MB | phase: 30s remaining
2026-02-10T04:31:36.189757Z  INFO     [725s] 220527641 packets (1206282 pps), 11567.14 MB | phase: 25s remaining
2026-02-10T04:31:41.189785Z  INFO     [730s] 226526744 packets (1199820 pps), 11881.80 MB | phase: 20s remaining
2026-02-10T04:31:46.189817Z  INFO     [735s] 232527989 packets (1200249 pps), 12196.58 MB | phase: 15s remaining
2026-02-10T04:31:51.189850Z  INFO     [740s] 238331925 packets (1160787 pps), 12501.01 MB | phase: 10s remaining
2026-02-10T04:31:56.189884Z  INFO     [745s] 244219174 packets (1177449 pps), 12809.81 MB | phase: 5s remaining
2026-02-10T04:32:01.149628Z  INFO >>> [750s] PHASE 5: pause (Normal, 2000 pps, 40s)
2026-02-10T04:32:01.190273Z  INFO     [750s] 250160765 packets (1188318 pps), 13121.45 MB | phase: 40s remaining
2026-02-10T04:32:06.190705Z  INFO     [755s] 250170670 packets (1981 pps), 13121.97 MB | phase: 35s remaining
2026-02-10T04:32:11.191210Z  INFO     [760s] 250180564 packets (1978 pps), 13122.49 MB | phase: 30s remaining
2026-02-10T04:32:16.191714Z  INFO     [765s] 250190428 packets (1972 pps), 13123.01 MB | phase: 25s remaining
2026-02-10T04:32:21.191899Z  INFO     [770s] 250200335 packets (1981 pps), 13123.53 MB | phase: 20s remaining
2026-02-10T04:32:26.192205Z  INFO     [775s] 250210205 packets (1974 pps), 13124.05 MB | phase: 15s remaining
2026-02-10T04:32:31.192533Z  INFO     [780s] 250220081 packets (1975 pps), 13124.57 MB | phase: 10s remaining
2026-02-10T04:32:36.192708Z  INFO     [785s] 250229944 packets (1972 pps), 13125.08 MB | phase: 5s remaining
2026-02-10T04:32:41.149939Z  INFO >>> [790s] PHASE 6: wave2 (Attack, 50000 pps, 60s)
2026-02-10T04:32:41.192742Z  INFO     [790s] 250291124 packets (12236 pps), 13128.29 MB | phase: 60s remaining
2026-02-10T04:32:46.192776Z  INFO     [795s] 255260755 packets (993926 pps), 13388.96 MB | phase: 55s remaining
2026-02-10T04:32:51.192817Z  INFO     [800s] 260625703 packets (1072989 pps), 13670.36 MB | phase: 50s remaining
2026-02-10T04:32:56.192855Z  INFO     [805s] 266379807 packets (1150820 pps), 13972.18 MB | phase: 45s remaining
2026-02-10T04:33:01.192890Z  INFO     [810s] 271361334 packets (996305 pps), 14233.47 MB | phase: 40s remaining
2026-02-10T04:33:06.192924Z  INFO     [815s] 276971636 packets (1122060 pps), 14527.74 MB | phase: 35s remaining
2026-02-10T04:33:11.192959Z  INFO     [820s] 283305947 packets (1266862 pps), 14859.99 MB | phase: 30s remaining
2026-02-10T04:33:16.192999Z  INFO     [825s] 288811738 packets (1101158 pps), 15148.78 MB | phase: 25s remaining
2026-02-10T04:33:21.193031Z  INFO     [830s] 294491804 packets (1136013 pps), 15446.71 MB | phase: 20s remaining
2026-02-10T04:33:26.193071Z  INFO     [835s] 300200694 packets (1141778 pps), 15746.15 MB | phase: 15s remaining
2026-02-10T04:33:31.193105Z  INFO     [840s] 306038011 packets (1167463 pps), 16052.33 MB | phase: 10s remaining
2026-02-10T04:33:36.193136Z  INFO     [845s] 311959905 packets (1184378 pps), 16362.95 MB | phase: 5s remaining
2026-02-10T04:33:41.149980Z  INFO >>> [850s] PHASE 7: recovery (Normal, 2000 pps, 180s)
2026-02-10T04:33:41.193196Z  INFO     [850s] 317806011 packets (1169221 pps), 16669.59 MB | phase: 180s remaining
2026-02-10T04:33:46.193704Z  INFO     [855s] 317815875 packets (1972 pps), 16670.11 MB | phase: 175s remaining
2026-02-10T04:33:51.194215Z  INFO     [860s] 317825759 packets (1976 pps), 16670.62 MB | phase: 170s remaining
2026-02-10T04:33:56.194412Z  INFO     [865s] 317835662 packets (1980 pps), 16671.14 MB | phase: 165s remaining
2026-02-10T04:34:01.194707Z  INFO     [870s] 317845544 packets (1976 pps), 16671.66 MB | phase: 160s remaining
2026-02-10T04:34:06.195156Z  INFO     [875s] 317855433 packets (1977 pps), 16672.18 MB | phase: 155s remaining
2026-02-10T04:34:11.195339Z  INFO     [880s] 317865328 packets (1979 pps), 16672.70 MB | phase: 150s remaining
2026-02-10T04:34:16.195702Z  INFO     [885s] 317875212 packets (1976 pps), 16673.22 MB | phase: 145s remaining
2026-02-10T04:34:21.196210Z  INFO     [890s] 317885110 packets (1979 pps), 16673.74 MB | phase: 140s remaining
2026-02-10T04:34:26.196698Z  INFO     [895s] 317895019 packets (1981 pps), 16674.26 MB | phase: 135s remaining
2026-02-10T04:34:31.197213Z  INFO     [900s] 317904897 packets (1975 pps), 16674.78 MB | phase: 130s remaining
2026-02-10T04:34:36.197705Z  INFO     [905s] 317914769 packets (1974 pps), 16675.29 MB | phase: 125s remaining
2026-02-10T04:34:41.198002Z  INFO     [910s] 317924653 packets (1976 pps), 16675.81 MB | phase: 120s remaining
2026-02-10T04:34:46.198212Z  INFO     [915s] 317934538 packets (1977 pps), 16676.33 MB | phase: 115s remaining
2026-02-10T04:34:51.198698Z  INFO     [920s] 317944414 packets (1975 pps), 16676.85 MB | phase: 110s remaining
2026-02-10T04:34:56.199081Z  INFO     [925s] 317954317 packets (1980 pps), 16677.37 MB | phase: 105s remaining
2026-02-10T04:35:01.199216Z  INFO     [930s] 317964220 packets (1980 pps), 16677.89 MB | phase: 100s remaining
2026-02-10T04:35:06.199696Z  INFO     [935s] 317974126 packets (1981 pps), 16678.41 MB | phase: 95s remaining
2026-02-10T04:35:11.200210Z  INFO     [940s] 317984019 packets (1978 pps), 16678.93 MB | phase: 90s remaining
2026-02-10T04:35:16.200697Z  INFO     [945s] 317993902 packets (1976 pps), 16679.44 MB | phase: 85s remaining
2026-02-10T04:35:21.201212Z  INFO     [950s] 318003810 packets (1981 pps), 16679.96 MB | phase: 80s remaining
2026-02-10T04:35:26.201321Z  INFO     [955s] 318013672 packets (1972 pps), 16680.48 MB | phase: 75s remaining
2026-02-10T04:35:31.201687Z  INFO     [960s] 318023564 packets (1978 pps), 16681.00 MB | phase: 70s remaining
2026-02-10T04:35:36.202142Z  INFO     [965s] 318033456 packets (1978 pps), 16681.52 MB | phase: 65s remaining
2026-02-10T04:35:41.202214Z  INFO     [970s] 318043352 packets (1979 pps), 16682.04 MB | phase: 60s remaining
2026-02-10T04:35:46.202601Z  INFO     [975s] 318053231 packets (1975 pps), 16682.56 MB | phase: 55s remaining
2026-02-10T04:35:51.202699Z  INFO     [980s] 318063121 packets (1978 pps), 16683.07 MB | phase: 50s remaining
2026-02-10T04:35:56.203227Z  INFO     [985s] 318073031 packets (1982 pps), 16683.59 MB | phase: 45s remaining
2026-02-10T04:36:01.203700Z  INFO     [990s] 318082903 packets (1974 pps), 16684.11 MB | phase: 40s remaining
2026-02-10T04:36:06.204217Z  INFO     [995s] 318092792 packets (1977 pps), 16684.63 MB | phase: 35s remaining
2026-02-10T04:36:11.204702Z  INFO     [1000s] 318102679 packets (1977 pps), 16685.15 MB | phase: 30s remaining
2026-02-10T04:36:16.205194Z  INFO     [1005s] 318112571 packets (1978 pps), 16685.67 MB | phase: 25s remaining
2026-02-10T04:36:21.205703Z  INFO     [1010s] 318122474 packets (1980 pps), 16686.19 MB | phase: 20s remaining
2026-02-10T04:36:26.206210Z  INFO     [1015s] 318132367 packets (1978 pps), 16686.71 MB | phase: 15s remaining
2026-02-10T04:36:31.206762Z  INFO     [1020s] 318142252 packets (1977 pps), 16687.23 MB | phase: 10s remaining
2026-02-10T04:36:36.207057Z  INFO     [1025s] 318152151 packets (1979 pps), 16687.74 MB | phase: 5s remaining
2026-02-10T04:36:41.150194Z  INFO >>> Scenario complete
2026-02-10T04:36:41.150205Z  INFO 
2026-02-10T04:36:41.150208Z  INFO === Final Stats ===
2026-02-10T04:36:41.150210Z  INFO   Total packets: 318161955
2026-02-10T04:36:41.150214Z  INFO   Total bytes: 16688.26 MB
